,corredor_armazem,modo_envio,numero_chamadas_cliente,avaliacao_cliente,custo_produto,compras_anteriores,prioridade_produto,genero,desconto,peso_gramas,entregue_no_prazo,performance_prioridade_envio,performance_modo_envio,faixa_desconto,performance_faixa_desconto,corredor_armazem_A,corredor_armazem_B,corredor_armazem_C,corredor_armazem_D,corredor_armazem_F,performance_prioridade_envio_Atraso crítico,performance_prioridade_envio_Atraso problemárico,performance_prioridade_envio_Atraso tolerável,performance_prioridade_envio_Não houve atraso,performance_modo_envio_Atraso Crítico na Entrega por Aviao,performance_modo_envio_Atraso Crítico na Entrega por Caminhao,performance_modo_envio_Atraso Crítico na Entrega por Navio,performance_modo_envio_Atraso Problemático na Entrega por Aviao,performance_modo_envio_Atraso Problemático na Entrega por Caminhao,performance_modo_envio_Atraso Problemático na Entrega por Navio,performance_modo_envio_Atraso Tolerável na Entrega por Aviao,performance_modo_envio_Atraso Tolerável na Entrega por Navio,performance_modo_envio_Não houve atraso,faixa_desconto_Desconto abaixo da média,faixa_desconto_Desconto acima ou igual à média,performance_faixa_desconto_Atraso na Entrega com Desconto Abaixo da Média,performance_faixa_desconto_Entrega no Prazo com Desconto Abaixo da Média,performance_faixa_desconto_Entrega no Prazo com Desconto Acima da Média
1673,F,0,-0.6355732802703133,-0.6355732802703133,0.00525931336742147,-0.6355732802703133,2,0,-0.6355732802703133,0.00525931336742147,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1674,D,0,0.3650094835305501,0.3650094835305501,0.20949598246895543,0.3650094835305501,1,1,0.3650094835305502,0.20949598246895543,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1675,F,0,2.766408116652623,2.766408116652623,0.10387143900657411,2.766408116652623,2,1,2.766408116652623,0.10387143900657411,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1676,A,0,-0.7022787978570375,-0.7022787978570375,0.39853907962016066,-0.7022787978570375,2,0,-0.7022787978570375,0.39853907962016066,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1677,B,0,1.8325308704384833,1.8325308704384833,0.341709276844412,1.8325308704384833,2,1,1.8325308704384833,0.341709276844412,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1678,C,0,1.6324143176783106,1.6324143176783106,0.22819576333089844,1.6324143176783106,2,1,1.6324143176783106,0.22819576333089844,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1679,F,0,0.7652425890508956,0.7652425890508956,0.20657414170927682,0.7652425890508956,0,1,0.7652425890508956,0.20657414170927682,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1680,D,0,1.6324143176783106,1.6324143176783106,0.36391526661796936,1.6324143176783106,2,0,1.6324143176783106,0.36391526661796936,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1681,F,0,0.8319481066376199,0.8319481066376199,0.017969320672023364,0.8319481066376199,2,1,0.8319481066376199,0.017969320672023364,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1682,A,0,1.6324143176783106,1.6324143176783106,0.050109569028487955,1.6324143176783106,1,1,1.6324143176783106,0.050109569028487955,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1683,B,0,-0.23534017474996796,-0.23534017474996796,0.25580715850986124,-0.23534017474996796,2,1,-0.2353401747499679,0.25580715850986124,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1685,F,0,1.8992363880252077,1.8992363880252077,0.015047479912344786,1.8992363880252077,2,1,1.8992363880252077,0.015047479912344786,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1686,D,0,2.899819151826071,2.899819151826071,0.38086194302410514,2.899819151826071,1,0,2.899819151826071,0.38086194302410514,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1687,F,0,2.3661750111322775,2.3661750111322775,0.39678597516435354,2.3661750111322775,2,0,2.3661750111322775,0.39678597516435354,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1688,A,0,3.099935704586244,3.099935704586244,0.35690284879474066,3.099935704586244,1,0,3.099935704586244,0.35690284879474066,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1689,B,0,1.8992363880252077,1.8992363880252077,0.025566106647187725,1.8992363880252077,0,0,1.8992363880252077,0.025566106647187725,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1690,C,0,2.56629156389245,2.56629156389245,0.06267348429510591,2.56629156389245,2,1,2.56629156389245,0.06267348429510591,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1691,F,0,-0.43545672751014064,-0.43545672751014064,0.3900657414170928,-0.43545672751014064,2,1,-0.4354567275101406,0.3900657414170928,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1692,D,0,-0.7022787978570375,-0.7022787978570375,0.4132943754565376,-0.7022787978570375,2,0,-0.7022787978570375,0.4132943754565376,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1693,F,0,2.9665246694127956,2.9665246694127956,0.4331628926223521,2.9665246694127956,1,1,2.9665246694127956,0.4331628926223521,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1694,A,0,0.898653624224344,0.898653624224344,0.10430971512052592,0.898653624224344,1,1,0.898653624224344,0.10430971512052592,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1695,B,0,3.2333467397596927,3.2333467397596927,0.013148283418553675,3.2333467397596927,2,0,3.2333467397596927,0.013148283418553675,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1696,C,0,2.6329970814791746,2.6329970814791746,0.2102264426588751,2.6329970814791746,2,0,2.6329970814791746,0.2102264426588751,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1697,F,0,2.0993529407853804,2.0993529407853804,0.4092037983929876,2.0993529407853804,0,0,2.0993529407853804,0.4092037983929876,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1698,D,0,1.0987701769845168,1.0987701769845168,0.28341855368882396,1.0987701769845168,1,1,1.0987701769845168,0.28341855368882396,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1699,F,0,0.4984205187039986,0.4984205187039986,0.43155588020452884,0.4984205187039986,1,0,0.49842051870399867,0.43155588020452884,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1700,A,0,3.1666412221729683,3.1666412221729683,0.23082542001460918,3.1666412221729683,1,0,3.1666412221729683,0.23082542001460918,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1701,B,0,1.8992363880252077,1.8992363880252077,0.133382030679328,1.8992363880252077,1,0,1.8992363880252077,0.133382030679328,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1702,C,0,2.499586046305726,2.499586046305726,0.4369612856099343,2.499586046305726,2,0,2.499586046305726,0.4369612856099343,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1703,F,0,2.232763975958829,2.232763975958829,0.38568298027757486,2.232763975958829,1,0,2.232763975958829,0.38568298027757486,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1704,D,0,0.2315984483571017,0.2315984483571017,0.2302410518626735,0.2315984483571017,2,0,0.23159844835710175,0.2302410518626735,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1705,F,0,2.766408116652623,2.766408116652623,0.3139517896274653,2.766408116652623,1,1,2.766408116652623,0.3139517896274653,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1706,A,0,1.3655922473314137,1.3655922473314137,0.12929145361577796,1.3655922473314137,2,0,1.3655922473314137,0.12929145361577796,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1707,B,0,1.4990032825048623,1.4990032825048623,0.2869247626004383,1.4990032825048623,2,0,1.4990032825048623,0.2869247626004383,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1708,C,0,1.6324143176783106,1.6324143176783106,0.17282688093498902,1.6324143176783106,1,0,1.6324143176783106,0.17282688093498902,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1709,F,0,1.2988867297446895,1.2988867297446895,0.09700511322132943,1.2988867297446895,1,1,1.2988867297446895,0.09700511322132943,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1710,D,0,2.766408116652623,2.766408116652623,0.4340394448502557,2.766408116652623,1,1,2.766408116652623,0.4340394448502557,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1711,F,0,2.232763975958829,2.232763975958829,0.2838568298027757,2.232763975958829,1,0,2.232763975958829,0.2838568298027757,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1712,A,0,-0.5021622450968648,-0.5021622450968648,0.1907962016070124,-0.5021622450968648,1,1,-0.5021622450968648,0.1907962016070124,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1713,B,0,2.1660584583721048,2.1660584583721048,0.21694667640613588,2.1660584583721048,2,1,2.1660584583721048,0.21694667640613588,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1714,C,0,0.898653624224344,0.898653624224344,0.09963476990504017,0.898653624224344,1,1,0.898653624224344,0.09963476990504017,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1715,F,0,3.2333467397596927,3.2333467397596927,0.16391526661796932,3.2333467397596927,1,0,3.2333467397596927,0.16391526661796932,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1716,D,0,0.898653624224344,0.898653624224344,0.31205259313367417,0.898653624224344,2,1,0.898653624224344,0.31205259313367417,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1717,F,0,2.899819151826071,2.899819151826071,0.026734842951059157,2.899819151826071,2,0,2.899819151826071,0.026734842951059157,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1718,A,0,0.6318315538774472,0.6318315538774472,0.13235938641344044,0.6318315538774472,0,1,0.6318315538774472,0.13235938641344044,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1719,B,0,1.2321812121579652,1.2321812121579652,0.4298027757487217,1.2321812121579652,2,1,1.2321812121579652,0.4298027757487217,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1721,F,0,1.2321812121579652,1.2321812121579652,0.20102264426588748,1.2321812121579652,2,1,1.2321812121579652,0.20102264426588748,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1722,D,0,-0.10192913957651947,-0.10192913957651947,0.39079620160701245,-0.10192913957651947,2,0,-0.10192913957651943,0.39079620160701245,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1723,F,0,1.0987701769845168,1.0987701769845168,0.013586559532505482,1.0987701769845168,2,0,1.0987701769845168,0.013586559532505482,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1724,A,0,-0.3020456923366922,-0.3020456923366922,0.2334550766983199,-0.3020456923366922,2,1,-0.30204569233669215,0.2334550766983199,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1725,B,0,-0.5688677626835891,-0.5688677626835891,0.17618699780861943,-0.5688677626835891,2,1,-0.5688677626835891,0.17618699780861943,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1727,F,0,2.232763975958829,2.232763975958829,0.385536888239591,2.232763975958829,2,1,2.232763975958829,0.385536888239591,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1728,D,0,-0.7689843154437618,-0.7689843154437618,0.2781592403214025,-0.7689843154437618,1,1,-0.7689843154437618,0.2781592403214025,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1729,F,0,2.766408116652623,2.766408116652623,0.27158509861212565,2.766408116652623,2,1,2.766408116652623,0.27158509861212565,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1730,A,0,1.2988867297446895,1.2988867297446895,0.42249817384952526,1.2988867297446895,2,0,1.2988867297446895,0.42249817384952526,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1731,B,0,2.899819151826071,2.899819151826071,0.06413440467494522,2.899819151826071,1,1,2.899819151826071,0.06413440467494522,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1732,C,0,2.299469493545553,2.299469493545553,0.04704163623082541,2.299469493545553,2,0,2.299469493545553,0.04704163623082541,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1733,F,0,1.2321812121579652,1.2321812121579652,0.2366691015339664,1.2321812121579652,1,0,1.2321812121579652,0.2366691015339664,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1734,D,0,1.8325308704384833,1.8325308704384833,0.36274653031409787,1.8325308704384833,2,1,1.8325308704384833,0.36274653031409787,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1735,F,0,1.3655922473314137,1.3655922473314137,0.34097881665449226,1.3655922473314137,1,0,1.3655922473314137,0.34097881665449226,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1736,A,0,-0.035223621989795235,-0.035223621989795235,0.16230825420014608,-0.035223621989795235,2,0,-0.035223621989795194,0.16230825420014608,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1737,B,0,1.4990032825048623,1.4990032825048623,0.010372534696859032,1.4990032825048623,0,1,1.4990032825048623,0.010372534696859032,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1738,C,0,1.3655922473314137,1.3655922473314137,0.17078159240321403,1.3655922473314137,2,1,1.3655922473314137,0.17078159240321403,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1739,F,0,1.8992363880252077,1.8992363880252077,0.1512052593133674,1.8992363880252077,1,1,1.8992363880252077,0.1512052593133674,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1740,D,0,-0.10192913957651947,-0.10192913957651947,0.24163623082542,-0.10192913957651947,2,1,-0.10192913957651943,0.24163623082542,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1741,F,0,2.299469493545553,2.299469493545553,0.383345507669832,2.299469493545553,2,1,2.299469493545553,0.383345507669832,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1742,A,0,0.8319481066376199,0.8319481066376199,0.21066471877282686,0.8319481066376199,1,0,0.8319481066376199,0.21066471877282686,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1743,B,0,0.2983039659438259,0.2983039659438259,0.1393718042366691,0.2983039659438259,1,1,0.29830396594382597,0.1393718042366691,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1744,C,0,3.1666412221729683,3.1666412221729683,0.23301680058436816,3.1666412221729683,0,0,3.1666412221729683,0.23301680058436816,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1745,F,0,0.2983039659438259,0.2983039659438259,0.008181154127100077,0.2983039659438259,1,1,0.29830396594382597,0.008181154127100077,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1746,D,0,0.3650094835305501,0.3650094835305501,0.23097151205259311,0.3650094835305501,1,1,0.3650094835305502,0.23097151205259311,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1748,A,0,-0.10192913957651947,-0.10192913957651947,0.06325785244704163,-0.10192913957651947,1,1,-0.10192913957651943,0.06325785244704163,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1749,B,0,0.3650094835305501,0.3650094835305501,0.010372534696859032,0.3650094835305501,1,1,0.3650094835305502,0.010372534696859032,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1750,C,0,-0.5688677626835891,-0.5688677626835891,0.08502556610664719,-0.5688677626835891,1,1,-0.5688677626835891,0.08502556610664719,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1751,F,0,-0.43545672751014064,-0.43545672751014064,0.13133674214755295,-0.43545672751014064,1,1,-0.4354567275101406,0.13133674214755295,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1752,D,0,1.4990032825048623,1.4990032825048623,0.18363769174579983,1.4990032825048623,2,1,1.4990032825048623,0.18363769174579983,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1753,F,0,0.898653624224344,0.898653624224344,0.34112490869247625,0.898653624224344,0,0,0.898653624224344,0.34112490869247625,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1754,A,2,-0.16863465716324372,-0.16863465716324372,0.2563915266617969,-0.16863465716324372,0,1,-0.16863465716324366,0.2563915266617969,1,Não houve atraso,Não houve atraso,Desconto abaixo da média,Entrega no Prazo com Desconto Abaixo da Média,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1755,B,2,0.8319481066376199,0.8319481066376199,0.14258582907231557,0.8319481066376199,0,1,0.8319481066376199,0.14258582907231557,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1756,C,2,1.0320646593977925,1.0320646593977925,0.28327246165083997,1.0320646593977925,1,0,1.0320646593977925,0.28327246165083997,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1757,F,2,2.56629156389245,2.56629156389245,0.31307523739956167,2.56629156389245,1,1,2.56629156389245,0.31307523739956167,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1758,D,2,2.3661750111322775,2.3661750111322775,0.23681519357195033,2.3661750111322775,1,0,2.3661750111322775,0.23681519357195033,1,Não houve atraso,Não houve atraso,Desconto acima ou igual à média,Entrega no Prazo com Desconto Acima da Média,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
